index,audio_filename,duration_sec,start_timecode,end_timecode,duration_frames,is_scene_start,scene_lead_in_sec,speaker,text
43,OrionS2_043.mp3,2.77,00:02:26:05,00:02:29:01,83,NO,0.00,narrator,ここで、宇宙に目を向けてみましょう。
44,OrionS2_044.mp3,3.61,00:02:29:01,00:02:32:22,108,NO,0.00,narrator,天文学者たちは、奇妙な事実に気づいていました。
45,OrionS2_045.mp3,3.21,00:02:32:22,00:02:36:03,96,NO,0.00,narrator,銀河は、見える星の重さだけでは——
46,OrionS2_046.mp3,2.37,00:02:36:03,00:02:38:16,71,NO,0.00,narrator,バラバラに飛び散ってしまうはずです。
47,OrionS2_047.mp3,3.13,00:02:38:16,00:02:41:22,93,NO,0.00,narrator,なのに、なぜ形を保っているのか？
48,OrionS2_048.mp3,1.97,00:02:41:22,00:02:43:24,59,NO,0.00,narrator,答えは「暗黒物質」。
49,OrionS2_049.mp3,3.21,00:02:43:24,00:02:47:04,96,NO,0.00,narrator,光を発せず、観測もできない。
50,OrionS2_050.mp3,3.97,00:02:47:04,00:02:51:07,119,NO,0.00,narrator,しかし、宇宙の質量の約85%を占め——
51,OrionS2_051.mp3,3.09,00:02:51:07,00:02:54:12,92,NO,0.00,narrator,銀河という構造を繋ぎ止めている——
52,OrionS2_052.mp3,1.97,00:02:54:12,00:02:56:13,59,NO,0.00,narrator,見えない重力源。
53,OrionS2_053.mp3,3.49,00:02:56:13,00:03:00:02,104,NO,0.00,narrator,返信がない時間。それは「無」ではありません。
54,OrionS2_054.mp3,4.13,00:03:00:02,00:03:04:10,123,NO,0.00,narrator,相手の中で、あなたの言葉が咀嚼されている時間かもしれない。
55,OrionS2_055.mp3,2.41,00:03:04:10,00:03:06:24,72,NO,0.00,narrator,私たちが送受信する<sub alias='テキスト'>text</sub>は——
56,OrionS2_056.mp3,2.05,00:03:06:24,00:03:08:28,61,NO,0.00,narrator,関係性のほんの一部——
57,OrionS2_057.mp3,3.73,00:03:08:28,00:03:12:23,111,NO,0.00,narrator,宇宙でいえば、光を発する星々にすぎない。
58,OrionS2_058.mp3,2.77,00:03:12:23,00:03:15:19,83,NO,0.00,narrator,見えないからといって、「無い」わけではない。
60,OrionS2_060.mp3,4.25,00:03:15:19,00:03:20:02,127,NO,0.00,narrator,むしろ、見えない時間こそが——
61,OrionS2_061.mp3,2.69,00:03:20:02,00:03:22:25,80,NO,0.00,narrator,関係という銀河を崩壊させずに保っているのかもしれません。
62,OrionS2_062.mp3,3.81,00:03:22:25,00:03:26:23,114,NO,0.00,narrator,しかし、なぜ私たちは——
63,OrionS2_063.mp3,4.09,00:03:26:23,00:03:31:00,122,NO,0.00,narrator,その「見えない時間」に不安を感じるのでしょうか。
64,OrionS2_064.mp3,3.33,00:03:31:00,00:03:34:13,99,NO,0.00,narrator,20世紀<sub alias='フランス'>France</sub>の哲学者<sub alias='エマニュエル・レヴィナス'>Emmanuel Levinas</sub>は——
65,OrionS2_065.mp3,1.97,00:03:34:13,00:03:36:14,59,NO,0.00,narrator,他者との関係について深く考えました。
66,OrionS2_066.mp3,2.89,00:03:36:14,00:03:39:14,86,NO,0.00,narrator,顔と顔を合わせること。
67,OrionS2_067.mp3,2.57,00:03:39:14,00:03:42:04,77,NO,0.00,narrator,それは単なる情報交換ではない。
68,OrionS2_068.mp3,2.41,00:03:42:04,00:03:44:18,72,NO,0.00,narrator,相手の存在そのものと出会うこと。
69,OrionS2_069.mp3,3.69,00:03:44:18,00:03:48:13,110,NO,0.00,narrator,<sub alias='テキスト'>text</sub><sub alias='メッセージ'>message</sub>には「顔」がない。
70,OrionS2_070.mp3,3.17,00:03:48:13,00:03:51:21,95,NO,0.00,narrator,私たちは、顔のない言葉を送り合っている。
71,OrionS2_071.mp3,3.69,00:03:51:21,00:03:55:15,110,NO,0.00,narrator,相手がどんな表情で、どんな息づかいで——
72,OrionS2_072.mp3,1.45,00:03:55:15,00:03:57:01,43,NO,0.00,narrator,その言葉を受け取ったのか。それが見えない。
73,OrionS2_073.mp3,3.65,00:03:57:01,00:04:00:23,109,NO,0.00,narrator,だから不安になる。
74,OrionS2_074.mp3,3.37,00:04:00:23,00:04:04:08,101,NO,0.00,narrator,そして、相手を完全に理解できると思うこと——
75,OrionS2_075.mp3,2.97,00:04:04:08,00:04:07:10,89,NO,0.00,narrator,それ自体が、ある種の傲慢なのかもしれません。
76,OrionS2_076.mp3,4.33,00:04:07:10,00:04:11:24,129,NO,0.00,narrator,他者の心の中は、覗けない。
77,OrionS2_077.mp3,2.65,00:04:11:24,00:04:14:17,79,NO,0.00,narrator,だからこそ、私たちは「外側」から推測するしかありません。
78,OrionS2_078.mp3,4.01,00:04:14:17,00:04:18:21,120,NO,0.00,narrator,<sub alias='ヴィトゲンシュタイン'>Wittgenstein</sub>は、後年こう書いています。
79,OrionS2_079.mp3,1.61,00:04:18:21,00:04:20:11,48,NO,0.00,philosopher,「言葉の意味とは、言語におけるその使用である」
80,OrionS2_080.mp3,5.41,00:04:20:11,00:04:25:28,162,NO,0.00,narrator,——『哲学探究』より
81,OrionS2_081.mp3,1.65,00:04:25:28,00:04:27:20,49,NO,0.00,narrator,正解（相手の心理）は見えない。だから、状況全体を見る。
82,OrionS2_082.mp3,3.13,00:04:27:20,00:04:30:27,93,NO,0.00,narrator,同じ「既読<sub alias='スルー'>skip</sub>」でも——
83,OrionS2_083.mp3,3.05,00:04:30:27,00:04:34:02,91,NO,0.00,narrator,その意味は状況によって全く違う。
84,OrionS2_084.mp3,2.85,00:04:34:02,00:04:37:01,85,NO,0.00,narrator,忙しくて返信できなかっただけかもしれない。
85,OrionS2_085.mp3,3.77,00:04:37:01,00:04:40:27,113,NO,0.00,narrator,返事を慎重に考えているのかもしれない。
86,OrionS2_086.mp3,4.45,00:04:40:27,00:04:45:15,133,NO,0.00,narrator,心に余裕がなく、言葉が出てこないのかもしれない。
